query_name,query_md5,match_name,match_md5,containment,max_containment,jaccard,intersect_hashes
"CP000609.1 Methanococcus maripaludis C5, complete genome",b0fb8a0eaa59aac1c267e3fd2e1e1aa1,"BX950229.1 Methanococcus maripaludis strain S2, complete sequence",d45be194ffb4596d4fa8845dd89d8d8d,0.06892655367231638,0.0746177370030581,0.0371611331099604,122
"BX950229.1 Methanococcus maripaludis strain S2, complete sequence",d45be194ffb4596d4fa8845dd89d8d8d,"BX950229.1 Methanococcus maripaludis strain S2, complete sequence",d45be194ffb4596d4fa8845dd89d8d8d,1,1,1,1635
"AE009441.1 Pyrobaculum aerophilum str. IM2, complete genome",4a154932a9c5ad4a44c2692edf8a6b34,"AE009441.1 Pyrobaculum aerophilum str. IM2, complete genome",4a154932a9c5ad4a44c2692edf8a6b34,1,1,1,2249
"CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome",324074c7287ed934af4fd0a6a459aa30,"CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome",324074c7287ed934af4fd0a6a459aa30,1,1,1,4168
"CP000850.1 Salinispora arenicola CNS-205, complete genome",5519d11c0ae28e167759d1c2b2e1b353,"CP000850.1 Salinispora arenicola CNS-205, complete genome",5519d11c0ae28e167759d1c2b2e1b353,1,1,1,5674
"AE009439.1 Methanopyrus kandleri AV19, complete genome",78e186071f95b5f58b294343ce2d7ff8,"AE009439.1 Methanopyrus kandleri AV19, complete genome",78e186071f95b5f58b294343ce2d7ff8,1,1,1,1635
"AL954747.1 Nitrosomonas europaea ATCC 19718, complete genome",d8ad9d2820efee039b6c50a767a603c8,"AL954747.1 Nitrosomonas europaea ATCC 19718, complete genome",d8ad9d2820efee039b6c50a767a603c8,1,1,1,2742
"CP000660.1 Pyrobaculum arsenaticum DSM 13514, complete genome",299321db294df4cb4ec008e414d200ae,"CP000660.1 Pyrobaculum arsenaticum DSM 13514, complete genome",299321db294df4cb4ec008e414d200ae,1,1,1,2173
"NZ_JGWU01000077.1 Bordetella bronchiseptica D989 ctg000013, whole genome shotgun sequence",a86d20c0c746f8cd8628aaabf8e45221,"NZ_JGWU01000077.1 Bordetella bronchiseptica D989 ctg000013, whole genome shotgun sequence",a86d20c0c746f8cd8628aaabf8e45221,1,1,1,5296
"CP000916.1 Thermotoga neapolitana DSM 4359, complete genome",1d815f5d470aaafbbca434a2c84f7dc1,"CP000702.1 Thermotoga petrophila RKU-1, complete genome",745322649f94665adf60b2ee985746ca,0.06094929881337648,0.06359032076533483,0.03212052302444571,113
"CP000702.1 Thermotoga petrophila RKU-1, complete genome",745322649f94665adf60b2ee985746ca,"CP000702.1 Thermotoga petrophila RKU-1, complete genome",745322649f94665adf60b2ee985746ca,1,1,1,1777
"CP000969.1 Thermotoga sp. RQ2, complete genome",411679f88e1e2e6c7c70fbdc45cb3116,"CP000702.1 Thermotoga petrophila RKU-1, complete genome",745322649f94665adf60b2ee985746ca,0.5459989112683723,0.5644344400675295,0.3841440061279203,1003
"CP000667.1 Salinispora tropica CNB-440, complete genome",e41c93cc239f49bd10ebd38dfd343075,"CP000850.1 Salinispora arenicola CNS-205, complete genome",5519d11c0ae28e167759d1c2b2e1b353,0.051744413955311645,0.051744413955311645,0.02511415525114155,264
"CP001941.1 Aciduliprofundum boonei T469, complete genome",c11126d0591db94cd3d1c8568499375f,"CP001941.1 Aciduliprofundum boonei T469, complete genome",c11126d0591db94cd3d1c8568499375f,1,1,1,1478
"NC_013967.1 Haloferax volcanii DS2, complete genome",f299f676fc8922337c2c5d4c7d12e93a,"NC_013967.1 Haloferax volcanii DS2, complete genome",f299f676fc8922337c2c5d4c7d12e93a,1,1,1,3950
"NZ_AALV01000004.1 Sulfitobacter sp. EE-36 1099451317994, whole genome shotgun sequence",272eda69da90813c8c2e841e0555e5b0,"NZ_AALZ01000006.1 Sulfitobacter sp. NAS-14.1 1099451320454, whole genome shotgun sequence",5f3cd303f3759ada3b1da0fe9f63c1f8,0.44517045454545456,0.44517045454545456,0.2696145905024088,1567
"NZ_AALZ01000006.1 Sulfitobacter sp. NAS-14.1 1099451320454, whole genome shotgun sequence",5f3cd303f3759ada3b1da0fe9f63c1f8,"NZ_AALZ01000006.1 Sulfitobacter sp. NAS-14.1 1099451320454, whole genome shotgun sequence",5f3cd303f3759ada3b1da0fe9f63c1f8,1,1,1,3859
"AE010299.1 Methanosarcina acetivorans str. C2A, complete genome",56bdd31d168788f6b31dcd0751089a62,"AE010299.1 Methanosarcina acetivorans str. C2A, complete genome",56bdd31d168788f6b31dcd0751089a62,1,1,1,5423
"NC_003241.1 Nostoc sp. PCC 7120 plasmid pCC7120zeta DNA, complete sequence",264cfdad44548ad96c4a24b6a514a877,"NC_003241.1 Nostoc sp. PCC 7120 plasmid pCC7120zeta DNA, complete sequence",264cfdad44548ad96c4a24b6a514a877,1,1,1,7295
"AE015928.1 Bacteroides thetaiotaomicron VPI-5482, complete genome",56ceec3045e833db30db8ad16969ff16,"AE015928.1 Bacteroides thetaiotaomicron VPI-5482, complete genome",56ceec3045e833db30db8ad16969ff16,1,1,1,6264
"NC_005213.1 Nanoarchaeum equitans Kin4-M chromosome, complete genome",d9e98fc66928684bf96f0aaeb4adcb6e,"NC_005213.1 Nanoarchaeum equitans Kin4-M chromosome, complete genome",d9e98fc66928684bf96f0aaeb4adcb6e,1,1,1,431
"CP001097.1 Chlorobium limicola DSM 245, complete genome",289407dcc3b5ed86aac3e60ea778049e,"CP001097.1 Chlorobium limicola DSM 245, complete genome",289407dcc3b5ed86aac3e60ea778049e,1,1,1,2713
"CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome",9902df09c49eae79932ef40dccd508d7,"CP001097.1 Chlorobium limicola DSM 245, complete genome",289407dcc3b5ed86aac3e60ea778049e,0.01304945054945055,0.014006634721710284,0.006801503490245212,38
"NZ_DS996351.1 Desulfovibrio piger ATCC 29098 Scfld0, whole genome shotgun sequence",112f1147a84d405033898f45cd1ef747,"NZ_DS996351.1 Desulfovibrio piger ATCC 29098 Scfld0, whole genome shotgun sequence",112f1147a84d405033898f45cd1ef747,1,1,1,2870
"CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome",9902df09c49eae79932ef40dccd508d7,"CP001110.1 Pelodictyon phaeoclathratiforme BU-1, complete genome",9b9d2415557f08b37f99abd7b8acc396,0.012706043956043956,0.012706043956043956,0.006335616438356164,37
"CP001110.1 Pelodictyon phaeoclathratiforme BU-1, complete genome",9b9d2415557f08b37f99abd7b8acc396,"CP001110.1 Pelodictyon phaeoclathratiforme BU-1, complete genome",9b9d2415557f08b37f99abd7b8acc396,1,1,1,2965
"CP000850.1 Salinispora arenicola CNS-205, complete genome",5519d11c0ae28e167759d1c2b2e1b353,"CP000667.1 Salinispora tropica CNB-440, complete genome",e41c93cc239f49bd10ebd38dfd343075,0.04652802255904124,0.051744413955311645,0.02511415525114155,264
"CP000667.1 Salinispora tropica CNB-440, complete genome",e41c93cc239f49bd10ebd38dfd343075,"CP000667.1 Salinispora tropica CNB-440, complete genome",e41c93cc239f49bd10ebd38dfd343075,1,1,1,5102
"CP001097.1 Chlorobium limicola DSM 245, complete genome",289407dcc3b5ed86aac3e60ea778049e,"CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome",9902df09c49eae79932ef40dccd508d7,0.014006634721710284,0.014006634721710284,0.006801503490245212,38
"CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome",9902df09c49eae79932ef40dccd508d7,"CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome",9902df09c49eae79932ef40dccd508d7,1,1,1,2912
"CP001110.1 Pelodictyon phaeoclathratiforme BU-1, complete genome",9b9d2415557f08b37f99abd7b8acc396,"CP000492.1 Chlorobium phaeobacteroides DSM 266, complete genome",9902df09c49eae79932ef40dccd508d7,0.012478920741989882,0.012706043956043956,0.006335616438356164,37
"CP000561.1 Pyrobaculum calidifontis JCM 11548, complete genome",ad83523f64ee0e17faf8b825d5201533,"CP000561.1 Pyrobaculum calidifontis JCM 11548, complete genome",ad83523f64ee0e17faf8b825d5201533,1,1,1,1985
"BA000023.2 Sulfolobus tokodaii str. 7 DNA, complete genome",15d80d7279c7fe46d00c230ba79b81f3,"BA000023.2 Sulfolobus tokodaii str. 7 DNA, complete genome",15d80d7279c7fe46d00c230ba79b81f3,1,1,1,2679
"AP009380.1 Porphyromonas gingivalis ATCC 33277 DNA, complete genome",1471d6db344d5046899f85b521902fe7,"AP009380.1 Porphyromonas gingivalis ATCC 33277 DNA, complete genome",1471d6db344d5046899f85b521902fe7,1,1,1,2113
"AE009950.1 Pyrococcus furiosus DSM 3638, complete genome",714aa2c36122b1f1c0e8400e4d236e3b,"AE009950.1 Pyrococcus furiosus DSM 3638, complete genome",714aa2c36122b1f1c0e8400e4d236e3b,1,1,1,1845
"NC_010730.1 Sulfurihydrogenibium sp. YO3AOP1, complete genome",a30b11dbb40d8a88d56861b05c0a92a8,"NZ_ABZS01000001.1 Sulfurihydrogenibium yellowstonense SS-5 gcontig_208, whole genome shotgun sequence",ea1af81ce1042a3aaa59f860b8a39573,0.23172103487064116,0.2682291666666667,0.1419710544452102,412
"NZ_ABZS01000001.1 Sulfurihydrogenibium yellowstonense SS-5 gcontig_208, whole genome shotgun sequence",ea1af81ce1042a3aaa59f860b8a39573,"NZ_ABZS01000001.1 Sulfurihydrogenibium yellowstonense SS-5 gcontig_208, whole genome shotgun sequence",ea1af81ce1042a3aaa59f860b8a39573,1,1,1,1536
"CP000916.1 Thermotoga neapolitana DSM 4359, complete genome",1d815f5d470aaafbbca434a2c84f7dc1,"CP000969.1 Thermotoga sp. RQ2, complete genome",411679f88e1e2e6c7c70fbdc45cb3116,0.0889967637540453,0.08982035928143713,0.04679523539421441,165
"CP000702.1 Thermotoga petrophila RKU-1, complete genome",745322649f94665adf60b2ee985746ca,"CP000969.1 Thermotoga sp. RQ2, complete genome",411679f88e1e2e6c7c70fbdc45cb3116,0.5644344400675295,0.5644344400675295,0.3841440061279203,1003
"CP000969.1 Thermotoga sp. RQ2, complete genome",411679f88e1e2e6c7c70fbdc45cb3116,"CP000969.1 Thermotoga sp. RQ2, complete genome",411679f88e1e2e6c7c70fbdc45cb3116,1,1,1,1837
"CP000607.1 Chlorobium phaeovibrioides DSM 265, complete genome",33d6fc5ba0f518b036e13135976c5f43,"CP000607.1 Chlorobium phaeovibrioides DSM 265, complete genome",33d6fc5ba0f518b036e13135976c5f43,1,1,1,2076
"NC_009974.1 Herpetosiphon aurantiacus DSM 785 plasmid pHAU02, complete sequence",5165e0f27ae96c8a78da00c2d30a8e36,"NC_009974.1 Herpetosiphon aurantiacus DSM 785 plasmid pHAU02, complete sequence",5165e0f27ae96c8a78da00c2d30a8e36,1,1,1,6606
"CP001013.1 Leptothrix cholodnii SP-6, complete genome",0f774696d30402cc9416e4339e29d022,"CP001013.1 Leptothrix cholodnii SP-6, complete genome",0f774696d30402cc9416e4339e29d022,1,1,1,4808
"NC_009661.1 Shewanella baltica OS185 plasmid pS18501, complete sequence",09a08691ce52952152f0e866a59f6261,"NC_011665.1 Shewanella baltica OS223 plasmid pS22303, complete sequence",38729c6374925585db28916b82a6f513,0.48850685725323545,0.48850685725323545,0.3206949023586102,2529
"NC_011665.1 Shewanella baltica OS223 plasmid pS22303, complete sequence",38729c6374925585db28916b82a6f513,"NC_011665.1 Shewanella baltica OS223 plasmid pS22303, complete sequence",38729c6374925585db28916b82a6f513,1,1,1,5238
"CP001230.1 Persephonella marina EX-H1, complete genome",c3c880c49da784ff01dcea8381edfec6,"CP001230.1 Persephonella marina EX-H1, complete genome",c3c880c49da784ff01dcea8381edfec6,1,1,1,1938
"AE006470.1 Chlorobium tepidum TLS, complete genome",d49c2de1c1a924d92e841802e1c57c93,"AE006470.1 Chlorobium tepidum TLS, complete genome",d49c2de1c1a924d92e841802e1c57c93,1,1,1,2169
"BA000001.2 Pyrococcus horikoshii OT3 DNA, complete genome",8acbe1802aebe9f0c23cc5428ac003ee,"BA000001.2 Pyrococcus horikoshii OT3 DNA, complete genome",8acbe1802aebe9f0c23cc5428ac003ee,1,1,1,1748
"NC_009661.1 Shewanella baltica OS185 plasmid pS18501, complete sequence",09a08691ce52952152f0e866a59f6261,"NC_009661.1 Shewanella baltica OS185 plasmid pS18501, complete sequence",09a08691ce52952152f0e866a59f6261,1,1,1,5177
"NC_011665.1 Shewanella baltica OS223 plasmid pS22303, complete sequence",38729c6374925585db28916b82a6f513,"NC_009661.1 Shewanella baltica OS185 plasmid pS18501, complete sequence",09a08691ce52952152f0e866a59f6261,0.48281786941580757,0.48850685725323545,0.3206949023586102,2529
"NC_001733.1 Methanocaldococcus jannaschii DSM 2661 plasmid pDSM2661_2, complete sequence",ca6869d4abc24811464383043b077800,"NC_001733.1 Methanocaldococcus jannaschii DSM 2661 plasmid pDSM2661_2, complete sequence",ca6869d4abc24811464383043b077800,1,1,1,1680
"AE017221.1 Thermus thermophilus HB27, complete genome",a2c6721597c59adcd6739c36964e90ca,"AE017221.1 Thermus thermophilus HB27, complete genome",a2c6721597c59adcd6739c36964e90ca,1,1,1,1857
"CP001130.1 Hydrogenobaculum sp. Y04AAS1, complete genome",2e5e6a3c3424fb639400d74abcbda1c6,"CP001130.1 Hydrogenobaculum sp. Y04AAS1, complete genome",2e5e6a3c3424fb639400d74abcbda1c6,1,1,1,1597
"CP000139.1 Bacteroides vulgatus ATCC 8482, complete genome",960cc77fc7b96d595712107aaa1524b5,"CP000139.1 Bacteroides vulgatus ATCC 8482, complete genome",960cc77fc7b96d595712107aaa1524b5,1,1,1,5000
